"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria3608","3824996500","Mezcla de ceras de polietileno parafina y dioctil estanato ditioglicólico en resina fenólica y estearato de calcio como vehículos"
"catalogos_fraccionarancelaria3609","3824996600","Mezcla de alcoholato de sodio y alcohol alifático polivalente"
"catalogos_fraccionarancelaria3610","3824996700","Mezcla de éteres glicidílicos alifáticos donde los grupos alquílicos son predominantemente C12 y C14"
"catalogos_fraccionarancelaria3611","3824996800","Mezcla de 35-diterbutil-4-hidroxibencil monoetil fosfonato de calcio y cera de polietileno"
"catalogos_fraccionarancelaria3612","3824996900","Mezcla de dimetil metil fosfonato y fosfonato de triarilo"
"catalogos_fraccionarancelaria3613","3824997000","Mezcla de metilen y anilina y polimetilen polianilinas"
"catalogos_fraccionarancelaria3614","3824997200","Preparación selladora de ponchaduras de neumáticos automotrices a base de etilenglicol"
"catalogos_fraccionarancelaria3615","3824997300","Preparación a base de borodecanoato de cobalto y silicato de calcio"
"catalogos_fraccionarancelaria3616","3824997400","Aluminato de magnesio (""espinela"") enriquecido con óxido de magnesio"
"catalogos_fraccionarancelaria3617","3824997500","Preparación a base de óxido de magnesio y sílice electrofundido y de partículas recubiertas con silicón llamado ""Óxido de magnesio grado eléctrico"""
"catalogos_fraccionarancelaria3618","3824997600","Ácidos nafténicos; Dinonilnaftalen sulfonato de plomo"
"catalogos_fraccionarancelaria3619","3824999901","Cloroparafinas"
"catalogos_fraccionarancelaria3620","3824999902","Ácidos grasos dimerizados"
"catalogos_fraccionarancelaria3621","3824999903","Sal orgánica compuesta por silicatos de arcillas bentónicas o modificados con compuestos cuaternarios de amonio"
"catalogos_fraccionarancelaria3622","3824999904","Mezcla de difenilmetan diisocianato y polimetilen polifenil isocianato"
"catalogos_fraccionarancelaria3623","3824999999","Los demás"
"catalogos_fraccionarancelaria3624","3825100100","Desechos municipales"
"catalogos_fraccionarancelaria3625","3825200100","Lodos de depuración"
"catalogos_fraccionarancelaria3626","3825300100","Desechos clínicos"
"catalogos_fraccionarancelaria3627","3825410100","Halogenados"
"catalogos_fraccionarancelaria3628","3825499900","Los demás"
"catalogos_fraccionarancelaria3629","3825500100","Desechos de soluciones decapantes fluidos hidráulicos líquidos para frenos y líquidos anticongelantes"
"catalogos_fraccionarancelaria3630","3825610300","Que contengan principalmente componentes orgánicos"
"catalogos_fraccionarancelaria3631","3825699900","Los demás"
"catalogos_fraccionarancelaria3632","3825909900","Los demás"
"catalogos_fraccionarancelaria3633","3826000100","Biodiésel y sus mezclas sin aceites de petróleo o de mineral bituminoso o con un contenido inferior al 70% en peso de estos aceites"
"catalogos_fraccionarancelaria3634","3827110100","Que contengan clorofluorocarburos (CFC) incluso con hidroclorofluorocarburos (HCFC) perfluorocarburos (PFC) o hidrofluorocarburos (HFC)"
"catalogos_fraccionarancelaria3635","3827120100","Que contengan hidrobromofluorocarburos (HBFC)"
"catalogos_fraccionarancelaria3636","3827130100","Que contengan tetracloruro de carbono"
"catalogos_fraccionarancelaria3637","3827140100","Que contengan 111-tricloroetano (metilcloroformo)"
"catalogos_fraccionarancelaria3638","3827200100","Que contengan bromoclorodifluorometano (Halón-1211) bromotrifluorometano (Halón-1301) o dibromotetrafluoroetanos (Halón-2402)"
"catalogos_fraccionarancelaria3639","3827310100","Que contengan sustancias de las subpartidas 290341 a 290348"
"catalogos_fraccionarancelaria3640","3827329100","Las demás que contengan sustancias de las subpartidas 290371 a 290375"
"catalogos_fraccionarancelaria3641","3827399900","Las demás"
"catalogos_fraccionarancelaria3642","3827400100","Que contengan bromuro de metilo (bromometano) o bromoclorometano"
"catalogos_fraccionarancelaria3643","3827510100","Que contengan trifluorometano (HFC-23)"
"catalogos_fraccionarancelaria3644","3827599900","Las demás"
"catalogos_fraccionarancelaria3645","3827610100","Con un contenido de 111-trifluoroetano (HFC-143a) superior o igual al 15% en masa"
"catalogos_fraccionarancelaria3646","3827629100","Las demás no comprendidas en subpartidas anteriores con un contenido de pentafluoroetano (HFC-125) superior o igual al 55% en masa pero que no contengan derivados fluorados de los hidrocarburos acíclicos no saturados (HFO)"
"catalogos_fraccionarancelaria3647","3827639100","Las demás no comprendidas en subpartidas anteriores con un contenido de pentafluoroetano (HFC-125) superior o igual al 40% en masa"
"catalogos_fraccionarancelaria3648","3827649100","Las demás no comprendidas en subpartidas anteriores con un contenido de 1112-tetrafluoroetano (HFC-134a) superior o igual al 30% en masa pero que no contengan derivados fluorados de los hidrocarburos acíclicos no saturados (HFO)"
"catalogos_fraccionarancelaria3649","3827659100","Las demás no comprendidas en subpartidas anteriores con un contenido de difluorometano (HFC-32) superior o igual al 20% en masa y de pentafluoroetano (HFC-125) superior o igual al 20% en masa"
"catalogos_fraccionarancelaria3650","3827689100","Las demás no comprendidas en subpartidas anteriores que contengan sustancias de las subpartidas 290341 a 290348"
"catalogos_fraccionarancelaria3651","3827699900","Las demás"
"catalogos_fraccionarancelaria3652","3827909900","Las demás"
"catalogos_fraccionarancelaria3653","3901100301","Polietileno de densidad inferior a 094 excepto lo comprendido en el número de identificación comercial 3901100302"
"catalogos_fraccionarancelaria3654","3901100302","Polietileno de baja densidad lineal (LLDPE)"
"catalogos_fraccionarancelaria3655","3901200100","Polietileno de densidad superior o igual a 094"
"catalogos_fraccionarancelaria3656","3901300100","Copolímeros de etileno y acetato de vinilo"
"catalogos_fraccionarancelaria3657","3901400100","Copolímeros de etileno y alfa-olefina de densidad inferior a 094"
"catalogos_fraccionarancelaria3658","3901900100","Copolímero de etileno-anhídrido maléico"
"catalogos_fraccionarancelaria3659","3901909901","Polietileno clorado o clorosulfonado sin cargas ni modificantes ni pigmentos"
"catalogos_fraccionarancelaria3660","3901909902","Copolímeros de etileno y ácido acrílico o metacrílico"
"catalogos_fraccionarancelaria3661","3901909999","Los demás"
"catalogos_fraccionarancelaria3662","3902100100","Sin adición de negro de humo"
"catalogos_fraccionarancelaria3663","3902109900","Los demás"
"catalogos_fraccionarancelaria3664","3902200201","Poliisobutileno sin adición de pigmentos cargas o modificantes"
"catalogos_fraccionarancelaria3665","3902200299","Los demás"
"catalogos_fraccionarancelaria3666","3902300100","Copolímeros de propileno sin adición de negro de humo"
"catalogos_fraccionarancelaria3667","3902309900","Los demás"
"catalogos_fraccionarancelaria3668","3902900100","Terpolímero de metacrilato de metilo-butadieno-estireno"
"catalogos_fraccionarancelaria3669","3902909900","Los demás"
"catalogos_fraccionarancelaria3670","3903110100","Expandible"
"catalogos_fraccionarancelaria3671","3903199901","Poliestireno cristal"
"catalogos_fraccionarancelaria3672","3903199999","Los demás"
"catalogos_fraccionarancelaria3673","3903200100","Copolímeros de estireno-acrilonitrilo (SAN)"
"catalogos_fraccionarancelaria3674","3903300100","Copolímeros de acrilonitrilo-butadieno-estireno (ABS)"
"catalogos_fraccionarancelaria3675","3903900100","Copolímeros de estireno-vinilo"
"catalogos_fraccionarancelaria3676","3903900200","Copolímeros de estireno-maléico"
"catalogos_fraccionarancelaria3677","3903900300","Copolímero clorometilado de estireno-divinil- benceno"
"catalogos_fraccionarancelaria3678","3903900500","Copolímeros del estireno excepto los elastoméricos termoplásticos y lo comprendido en las fracciones arancelarias 39039001 a la 39039003"
"catalogos_fraccionarancelaria3679","3903909901","Copolímeros elastoméricos termoplásticos"
"catalogos_fraccionarancelaria3680","3903909999","Los demás"
"catalogos_fraccionarancelaria3681","3904100100","Poli(cloruro de vinilo) (PVC) obtenido por el proceso de polimerización en emulsión que en dispersión (50% resina y 50% dioctilftalato) tenga una finura de 7 Hegman mínimo"
"catalogos_fraccionarancelaria3682","3904100200","Poli(cloruro de vinilo) (PVC) obtenido por el proceso de polimerización en emulsión cuyo tamaño de partícula sea de 30 micras que al sinterizarse en una hoja de 065 mm de espesor se humecte uniformemente en un segundo (en electrolito de 1280 de gravedad específica) y con un tamaño de poro de 14 a 18 micras con una porosidad Gurley mayor de 35 segundos (con un Gurley No 4110)"
"catalogos_fraccionarancelaria3683","3904100300","Poli(cloruro de vinilo) (PVC) obtenido por los procesos de polimerización en masa o suspensión"
"catalogos_fraccionarancelaria3684","3904100400","Poli(cloruro de vinilo) (PVC) obtenido por el proceso de polimerización en emulsión o dispersión excepto lo comprendido en las fracciones arancelarias 39041001 y 39041002"
"catalogos_fraccionarancelaria3685","3904109900","Los demás"
"catalogos_fraccionarancelaria3686","3904210100","Dispersiones acuosas de poli(cloruro de vinilo) (PVC) de viscosidades menores de 200 centipoises"
"catalogos_fraccionarancelaria3687","3904219901","Poli(cloruro de vinilo) clorado con un contenido mínimo de cloro de 64% con o sin aditivos para moldear"
"catalogos_fraccionarancelaria3688","3904219999","Los demás"
"catalogos_fraccionarancelaria3689","3904220100","Plastificados"
"catalogos_fraccionarancelaria3690","3904300100","Copolímero de cloruro de vinilo-acetato de vinilo sin cargas ni modificantes cuyo tiempo de disolución total a 25°C en una solución de una parte de copolímero y 4 partes de metil-etilcetona sea menor de 30 minutos"
"catalogos_fraccionarancelaria3691","3904309900","Los demás"
"catalogos_fraccionarancelaria3692","3904400100","Copolímeros de cloruro de vinilo-vinil isobutil éter"
"catalogos_fraccionarancelaria3693","3904409900","Los demás"
"catalogos_fraccionarancelaria3694","3904500100","Polímeros de cloruro de vinilideno"
"catalogos_fraccionarancelaria3695","3904610100","Politetrafluoroetileno"
"catalogos_fraccionarancelaria3696","3904699900","Los demás"
"catalogos_fraccionarancelaria3697","3904909900","Los demás"
"catalogos_fraccionarancelaria3698","3905120100","En dispersión acuosa"
"catalogos_fraccionarancelaria3699","3905190100","Emulsiones y soluciones a base de poli(acetato de vinilo) excepto lo comprendido en las fracciones arancelarias 39051902 y 39051903"
"catalogos_fraccionarancelaria3700","3905190200","Poli(acetato de vinilo) resina termoplástica grado alimenticio con peso molecular de 30000 máximo y punto de ablandamiento de 90°C máximo"
"catalogos_fraccionarancelaria3701","3905190300","Poli(acetato de vinilo) resina termoplástica con peso molecular mayor de 30000 y punto de ablandamiento mayor a 90°C"
"catalogos_fraccionarancelaria3702","3905199900","Los demás"
"catalogos_fraccionarancelaria3703","3905210100","En dispersión acuosa"
"catalogos_fraccionarancelaria3704","3905290100","Emulsiones y soluciones a base de copolímeros de acetato de vinilo excepto lo comprendido en la fracción arancelaria 39052902"
"catalogos_fraccionarancelaria3705","3905290200","Copolímero de acetato de vinilo-vinil pirrolidona"
"catalogos_fraccionarancelaria3706","3905299900","Los demás"
"catalogos_fraccionarancelaria3707","3905300100","Poli(alcohol vinílico) incluso con grupos acetato sin hidrolizar"
"catalogos_fraccionarancelaria3708","3905910100","Copolímeros"
"catalogos_fraccionarancelaria3709","3905999901","Polivinilpirrolidona"
"catalogos_fraccionarancelaria3710","3905999902","Polivinil butiral"
"catalogos_fraccionarancelaria3711","3905999999","Los demás"
"catalogos_fraccionarancelaria3712","3906100201","Poli(metacrilato de metilo) incluso modificado con un valor Vicat superior a 90°C según la norma ASTM D-1525"
"catalogos_fraccionarancelaria3713","3906100299","Los demás"
"catalogos_fraccionarancelaria3714","3906900100","Poli(acrilato de sodio) al 12% en solución acuosa"
"catalogos_fraccionarancelaria3715","3906900200","Resinas acrílicas hidroxiladas sus copolímeros y terpolímeros"
"catalogos_fraccionarancelaria3716","3906900300","Poliacrilatos excepto lo comprendido en las fracciones arancelarias 39069001 39069005 39069006 39069008 39069009"
"catalogos_fraccionarancelaria3717","3906900400","Poli(acrilonitrilo) sin pigmentar"
"catalogos_fraccionarancelaria3718","3906900500","Poli(acrilato de n-butilo)"
"catalogos_fraccionarancelaria3719","3906900600","Terpolímero de (etileno-ácido acrilico-éster del ácido acrílico)"
"catalogos_fraccionarancelaria3720","3906900700","Copolímero de (acrilamida-cloruro de metacriloil oxietil trimetil amonio)"
"catalogos_fraccionarancelaria3721","3906900800","Poli(acrilato de sodio) en polvo con granulometría de 90 a 850 micras y absorción mínima de 200 ml por g"
"catalogos_fraccionarancelaria3722","3906900900","Copolímero de metacrilato de metilo-acrilato de etilo en polvo"
"catalogos_fraccionarancelaria3723","3906901000","Poli(metacrilato de sodio)"
"catalogos_fraccionarancelaria3724","3906909900","Los demás"
"catalogos_fraccionarancelaria3725","3907100501","Poli(oximetileno) aun cuando esté pigmentado y adicionado de cargas y modificantes en pellets"
